"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1789","forgot password link test","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","2388","@regression log in with invalid credentials -- data-driven with , password1234","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2859","@smoke home page title test","chromium","2026-08-31","passed","2026-08-31","","homepage-fixture.spec.ts","",""
"","383","@smoke GET API -- get all users","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","1314","@regression DELETE API -- delete a user","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","4271","@regression basic product details test with MacBook Pro","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","453","@regression create a new user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","2560","valid login test","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","2259","@regression PUT API -- update a user","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","3743","@regression basic product details test with MacBook Air","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","678","@regression GET invoices","chromium","2026-08-31","passed","2026-08-31","","api/paypal-oauth2.spec.ts","",""
"","750","@regression POST API -- create a new users","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","3308","@smoke valid login test","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","3181","@regression log in with invalid credentials -- data-driven with fixtures","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2550","home page title test","chromium","2026-08-31","passed","2026-08-31","","homepage.spec.ts","",""
"","194","@regression mock search data API","chromium","2026-08-31","passed","2026-08-31","","api/intercept.spec.ts","",""
"","3914","@regression verify product data -- MacBook Air","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","2940","@regression product search results test with MacBook Pro","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","2683","verify logout link test","chromium","2026-08-31","passed","2026-08-31","","homepage.spec.ts","",""
"","1872","@smoke login page title test","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2736","@regression home page headers test","chromium","2026-08-31","passed","2026-08-31","","homepage-fixture.spec.ts","",""
"","2698","home page headers test","chromium","2026-08-31","passed","2026-08-31","","homepage.spec.ts","",""
"","1714","@smoke Get a single user and validate the schema","chromium","2026-08-31","passed","2026-08-31","","api/schema-validation.spec.ts","",""
"","2914","@regression product search results test with iMac","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","2603","@smoke verify logout link test","chromium","2026-08-31","passed","2026-08-31","","homepage-fixture.spec.ts","",""
"","3945","@smoke verify footers on product page","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","2078","login page title test","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","379","@regression delete a user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","2553","@smoke intercept and log requests","chromium","2026-08-31","passed","2026-08-31","","api/intercept.spec.ts","",""
"","2415","@regression log in with invalid credentials -- JSON data-driven with pwbatchtest@open.com, wrong@123","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2359","@regression log in with invalid credentials -- data-driven with randomuser@opencart.com,","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","3750","@smoke verify logo on product page","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","390","@regression update a user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","2354","@regression log in with invalid credentials -- JSON data-driven with invalid@open.com,","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","1947","@regression forgot password link test","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2367","@regression log in with invalid credentials -- data-driven with invaliduser@email.com, mypassword","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","4288","@regression basic product details test with iMac","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","435","@regression get user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","3847","@regression verify product images count","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","1907","@smoke Get all users and validate the schema","chromium","2026-08-31","passed","2026-08-31","","api/schema-validation.spec.ts","",""
"","2397","@regression log in with invalid credentials -- JSON data-driven with wrong@open.com, wrong@123","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2913","@regression product search results test with MacBook Air","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
