"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2889","@regression log in with invalid credentials -- data-driven with invaliduser@email.com, mypassword","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","362","@smoke Get all users and validate the schema","chromium","2026-08-31","passed","2026-08-31","","api/schema-validation.spec.ts","",""
"","4382","@smoke verify logo on product page","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","2739","@regression log in with invalid credentials -- JSON data-driven with invalid@open.com,","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","3672","@regression product search results test with MacBook Air","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","1","home page title test","chromium","2026-08-31","skipped","2026-08-31","","homepage.spec.ts","",""
"","335","@regression update a user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","3178","@smoke home page title test","chromium","2026-08-31","passed","2026-08-31","","homepage-fixture.spec.ts","",""
"","1473","@regression DELETE API -- delete a user","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","3258","@regression home page headers test","chromium","2026-08-31","passed","2026-08-31","","homepage-fixture.spec.ts","",""
"","0","verify logout link test","chromium","2026-08-31","skipped","2026-08-31","","homepage.spec.ts","",""
"","4692","@smoke valid login test","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2740","@regression log in with invalid credentials -- JSON data-driven with wrong@open.com, wrong@123","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","4999","@regression basic product details test with MacBook Pro","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","4965","@smoke verify footers on product page","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","355","@smoke GET API -- get all users","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","1504","@regression PUT API -- update a user","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","4982","@regression basic product details test with MacBook Air","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","5147","@regression basic product details test with iMac","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","2932","@regression log in with invalid credentials -- data-driven with randomuser@opencart.com,","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","3007","@regression log in with invalid credentials -- JSON data-driven with pwbatchtest@open.com, wrong@123","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","3790","@regression log in with invalid credentials -- data-driven with fixtures","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","4816","@regression verify product images count","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
"","1638","@smoke Get a single user and validate the schema","chromium","2026-08-31","passed","2026-08-31","","api/schema-validation.spec.ts","",""
"","3713","@regression product search results test with MacBook Pro","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","347","@regression get user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","3036","@smoke verify logout link test","chromium","2026-08-31","passed","2026-08-31","","homepage-fixture.spec.ts","",""
"","2320","@smoke login page title test","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","364","@regression create a new user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","2355","@regression forgot password link test","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2805","@regression log in with invalid credentials -- data-driven with , password1234","chromium","2026-08-31","passed","2026-08-31","","loginpage-fixture.spec.ts","",""
"","719","@regression POST API -- create a new users","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","335","@regression delete a user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","255","@regression mock search data API","chromium","2026-08-31","passed","2026-08-31","","api/intercept.spec.ts","",""
"","3599","@regression product search results test with iMac","chromium","2026-08-31","passed","2026-08-31","","search.spec.ts","",""
"","476","@regression GET invoices","chromium","2026-08-31","passed","2026-08-31","","api/paypal-oauth2.spec.ts","",""
"","0","home page headers test","chromium","2026-08-31","skipped","2026-08-31","","homepage.spec.ts","",""
"","0","valid login test","chromium","2026-08-31","skipped","2026-08-31","","loginpage.spec.ts","",""
"","3221","@smoke intercept and log requests","chromium","2026-08-31","passed","2026-08-31","","api/intercept.spec.ts","",""
"","1","forgot password link test","chromium","2026-08-31","skipped","2026-08-31","","loginpage.spec.ts","",""
"","0","login page title test","chromium","2026-08-31","skipped","2026-08-31","","loginpage.spec.ts","",""
"","5118","@regression verify product data -- MacBook Air","chromium","2026-08-31","passed","2026-08-31","","productpage.spec.ts","",""
