"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42541","@smoke verify logout link test","chromium","2026-08-31","broken","2026-08-31","","homepage-fixture.spec.ts","",""
"","373","@smoke Get all users and validate the schema","chromium","2026-08-31","passed","2026-08-31","","api/schema-validation.spec.ts","",""
"","40179","verify logout link test","chromium","2026-08-31","broken","2026-08-31","","homepage.spec.ts","",""
"","42523","@regression log in with invalid credentials -- data-driven with invaliduser@email.com, mypassword","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","42576","@smoke home page title test","chromium","2026-08-31","broken","2026-08-31","","homepage-fixture.spec.ts","",""
"","344","@regression get user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","40176","@smoke login page title test","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","256","@regression mock search data API","chromium","2026-08-31","passed","2026-08-31","","api/intercept.spec.ts","",""
"","42546","@smoke valid login test","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2241","@regression PUT API -- update a user","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","729","@regression POST API -- create a new users","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","42526","@regression log in with invalid credentials -- data-driven with fixtures","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","42538","@regression home page headers test","chromium","2026-08-31","broken","2026-08-31","","homepage-fixture.spec.ts","",""
"","678","@regression GET invoices","chromium","2026-08-31","passed","2026-08-31","","api/paypal-oauth2.spec.ts","",""
"","40164","@regression log in with invalid credentials -- data-driven with randomuser@opencart.com,","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","42533","@regression log in with invalid credentials -- data-driven with , password1234","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","335","@regression update a user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","42517","@regression forgot password link test","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","344","@regression delete a user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","42539","@regression log in with invalid credentials -- JSON data-driven with wrong@open.com, wrong@123","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","2028","@regression DELETE API -- delete a user","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","42518","home page headers test","chromium","2026-08-31","broken","2026-08-31","","homepage.spec.ts","",""
"","367","@smoke GET API -- get all users","chromium","2026-08-31","passed","2026-08-31","","api/users-api-separate.spec.ts","",""
"","42579","@regression log in with invalid credentials -- JSON data-driven with invalid@open.com,","chromium","2026-08-31","broken","2026-08-31","","loginpage-fixture.spec.ts","",""
"","384","@regression create a new user test","chromium","2026-08-31","passed","2026-08-31","","api/users-api.spec.ts","",""
"","42516","@smoke intercept and log requests","chromium","2026-08-31","broken","2026-08-31","","api/intercept.spec.ts","",""
"","1752","@smoke Get a single user and validate the schema","chromium","2026-08-31","passed","2026-08-31","","api/schema-validation.spec.ts","",""
"","42532","home page title test","chromium","2026-08-31","broken","2026-08-31","","homepage.spec.ts","",""
