"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","386","@regression delete a user test","chromium","2026-09-07","passed","2026-09-07","","api/users-api.spec.ts","",""
"","451","@regression POST API -- create a new users","chromium","2026-09-07","failed","2026-09-07","","api/users-api-separate.spec.ts","",""
"","489","@regression create a new user test","chromium","2026-09-07","failed","2026-09-07","","api/users-api.spec.ts","",""
"","0","valid login test","chromium","2026-09-07","skipped","2026-09-07","","loginpage.spec.ts","",""
"","3111","@smoke verify logout link test","chromium","2026-09-07","passed","2026-09-07","","homepage-fixture.spec.ts","",""
"","5310","@regression verify product images count","chromium","2026-09-07","passed","2026-09-07","","productpage.spec.ts","",""
"","2357","@smoke login page title test","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","3267","@smoke home page title test","chromium","2026-09-07","passed","2026-09-07","","homepage-fixture.spec.ts","",""
"","2956","@regression log in with invalid credentials -- JSON data-driven with invalid@open.com,","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","4477","@smoke verify logo on product page","chromium","2026-09-07","passed","2026-09-07","","productpage.spec.ts","",""
"","3624","@regression product search results test with MacBook Air","chromium","2026-09-07","passed","2026-09-07","","search.spec.ts","",""
"","441","@regression get user test","chromium","2026-09-07","failed","2026-09-07","","api/users-api.spec.ts","",""
"","2765","@regression log in with invalid credentials -- data-driven with randomuser@opencart.com,","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","464","@smoke Get all users and validate the schema","chromium","2026-09-07","failed","2026-09-07","","api/schema-validation.spec.ts","",""
"","1","home page headers test","chromium","2026-09-07","skipped","2026-09-07","","homepage.spec.ts","",""
"","417","@regression PUT API -- update a user","chromium","2026-09-07","failed","2026-09-07","","api/users-api-separate.spec.ts","",""
"","4418","@smoke valid login test","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","2941","@regression log in with invalid credentials -- data-driven with , password1234","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","1","forgot password link test","chromium","2026-09-07","skipped","2026-09-07","","loginpage.spec.ts","",""
"","0","home page title test","chromium","2026-09-07","skipped","2026-09-07","","homepage.spec.ts","",""
"","203","@regression mock search data API","chromium","2026-09-07","passed","2026-09-07","","api/intercept.spec.ts","",""
"","560","@regression GET invoices","chromium","2026-09-07","passed","2026-09-07","","api/paypal-oauth2.spec.ts","",""
"","4603","@regression basic product details test with iMac","chromium","2026-09-07","passed","2026-09-07","","search.spec.ts","",""
"","3615","@regression product search results test with iMac","chromium","2026-09-07","passed","2026-09-07","","search.spec.ts","",""
"","440","@smoke GET API -- get all users","chromium","2026-09-07","failed","2026-09-07","","api/users-api-separate.spec.ts","",""
"","5033","@smoke verify footers on product page","chromium","2026-09-07","passed","2026-09-07","","productpage.spec.ts","",""
"","3436","@regression home page headers test","chromium","2026-09-07","passed","2026-09-07","","homepage-fixture.spec.ts","",""
"","983","@regression DELETE API -- delete a user","chromium","2026-09-07","failed","2026-09-07","","api/users-api-separate.spec.ts","",""
"","0","verify logout link test","chromium","2026-09-07","skipped","2026-09-07","","homepage.spec.ts","",""
"","5057","@regression basic product details test with MacBook Air","chromium","2026-09-07","passed","2026-09-07","","search.spec.ts","",""
"","2950","@regression log in with invalid credentials -- data-driven with invaliduser@email.com, mypassword","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","2408","@regression forgot password link test","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","405","@regression update a user test","chromium","2026-09-07","failed","2026-09-07","","api/users-api.spec.ts","",""
"","0","login page title test","chromium","2026-09-07","skipped","2026-09-07","","loginpage.spec.ts","",""
"","3022","@regression log in with invalid credentials -- JSON data-driven with pwbatchtest@open.com, wrong@123","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","5034","@regression basic product details test with MacBook Pro","chromium","2026-09-07","passed","2026-09-07","","search.spec.ts","",""
"","2825","@regression log in with invalid credentials -- JSON data-driven with wrong@open.com, wrong@123","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","3859","@regression log in with invalid credentials -- data-driven with fixtures","chromium","2026-09-07","passed","2026-09-07","","loginpage-fixture.spec.ts","",""
"","1042","@smoke Get a single user and validate the schema","chromium","2026-09-07","failed","2026-09-07","","api/schema-validation.spec.ts","",""
"","3631","@regression product search results test with MacBook Pro","chromium","2026-09-07","passed","2026-09-07","","search.spec.ts","",""
"","5201","@regression verify product data -- MacBook Air","chromium","2026-09-07","passed","2026-09-07","","productpage.spec.ts","",""
"","3452","@smoke intercept and log requests","chromium","2026-09-07","passed","2026-09-07","","api/intercept.spec.ts","",""
